adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks	pubfloatusd	floatdate	floataxis	floatmems
0000022356-19-000013	22356	COMMERCE BANCSHARES INC /MO/	6022	US	MO	KANSAS CITY	64106	1000 WALNUT		8162342000	US	MO	KANSAS CITY	64141-6248	P O BOX 419248		US	MO	430889454			1-LAF	1	1231	10-K	20181231	2018	FY	20190221	2019-02-21 17:22:00.0	0	1	cbsh-20181231.xml	1		6364000256.00	20180630		
0000022444-19-000009	22444	COMMERCIAL METALS CO	3312	US	TX	IRVING	75039	6565 N. MACARTHUR BLVD., SUITE 800	P O BOX 1046	2146894300	US	TX	IRVING	75039	6565 N. MACARTHUR BLVD., SUITE 800	PO BOX 1046	US	DE	750725338			1-LAF	0	0831	10-Q	20181130	2019	Q1	20190108	2019-01-08 14:03:00.0	0	1	cmc-20181130.xml	1					
0000022444-19-000017	22444	COMMERCIAL METALS CO	3312	US	TX	IRVING	75039	6565 N. MACARTHUR BLVD., SUITE 800	P O BOX 1046	2146894300	US	TX	IRVING	75039	6565 N. MACARTHUR BLVD., SUITE 800	PO BOX 1046	US	DE	750725338			1-LAF	0	0831	10-Q	20190228	2019	Q2	20190326	2019-03-26 10:10:00.0	0	1	cmc-20190228.xml	1					
0000023197-19-000007	23197	COMTECH TELECOMMUNICATIONS CORP /DE/	3663	US	NY	MELVILLE	11747	68 SOUTH SERVICE ROAD	SUITE 230	6319627000	US	NY	MELVILLE	11747	68 SOUTH SERVICE ROAD	SUITE 230	US	DE	112139466	COMTECH INC	19870503	2-ACC	0	0731	10-Q	20190131	2019	Q2	20190306	2019-03-06 16:09:00.0	0	1	cmtl-20190131.xml	1					
0000023217-19-000002	23217	CONAGRA BRANDS INC.	2000	US	IL	CHICAGO	60654	222 W. MERCHANDISE MART PLAZA	SUITE 1300	312-549-5000	US	IL	CHICAGO	60654	222 W. MERCHANDISE MART PLAZA	SUITE 1300	US	DE	470248710	CONAGRA FOODS INC /DE/	20001006	1-LAF	0	0531	10-Q	20181130	2019	Q2	20190103	2019-01-03 10:09:00.0	0	1	cag-20181125.xml	1					
0000024090-19-000010	24090	CITIZENS INC	6311	US	TX	AUSTIN	78758	2900 ESPERANZA CROSSING	2ND FLOOR	5128377100	US	TX	AUSTIN	78714	P O BOX 149151		US	CO	840755371	CONTINENTAL INVESTORS LIFE INC	19881222	2-ACC	0	1231	10-K	20181231	2018	FY	20190326	2019-03-26 14:17:00.0	0	1	cia-20181231.xml	1		381928064.00	20180630		
0000024491-19-000012	24491	COOPER TIRE & RUBBER CO	3011	US	OH	FINDLAY	45840	LIMA & WESTERN AVENUES		4194231321							US	DE	344297750			1-LAF	1	1231	10-K	20181231	2018	FY	20190219	2019-02-19 13:10:00.0	0	1	a2018123110k_htm.xml	1		1259031424.00	20180629		
0000024545-19-000007	24545	MOLSON COORS BREWING CO	2082	US	CO	DENVER	80202	1801 CALIFORNIA STREET, SUITE 4600		303-927-2523	US	CO	DENVER	80202	1801 CALIFORNIA STREET, SUITE 4600		US	DE	840178360	COORS ADOLPH CO	19920703	1-LAF	1	1231	10-K	20181231	2018	FY	20190212	2019-02-12 07:18:00.0	0	1	tap-20181231.xml	1		12375021568.00	20180630		
0000024741-19-000016	24741	CORNING INC /NY	3357	US	NY	CORNING	14831	ONE RIVERFRONT PLAZA		6079749000	US	NY	CORNING	14831	ONE RIVERFRONT PLAZA		US	NY	160393470	CORNING GLASS WORKS	19890512	1-LAF	1	1231	10-K	20181231	2018	FY	20190212	2019-02-12 13:00:00.0	0	1	glw-20181231.xml	1		22000001024.00	20180630		
0000025232-19-000006	25232	COUSINS PROPERTIES INC	6798	US	GA	ATLANTA	30326	3344 PEACHTREE ROAD, NE	SUITE 1800	404-407-1000	US	GA	ATLANTA	30326	3344 PEACHTREE ROAD, NE	SUITE 1800	US	GA	580869052			1-LAF	1	1231	10-K	20181231	2018	FY	20190206	2019-02-06 16:17:00.0	0	1	cuz-20181231.xml	1		3996942592.00	20180630		
0000025475-19-000048	25475	CRAWFORD & CO	6411	US	GA	PEACHTREE CORNERS	30092	5335 TRIANGLE PARKWAY		4043001000	US	GA	PEACHTREE CORNERS	30092	5335 TRIANGLE PARKWAY		US	GA	580506554			2-ACC	0	1231	10-K	20181231	2018	FY	20190225	2019-02-25 17:23:00.0	0	1	crda-20181231.xml	1		246488176.00	20180629		
0000025598-19-000007	25598	SPRINGLEAF FINANCE CORP	6141	US	IN	EVANSVILLE	47708	601 NW SECOND ST		8124248031	US	IN	EVANSVILLE	47708	601 NW SECOND ST		US	IN	350416090	AMERICAN GENERAL FINANCE CORP	19920703	4-NON	0	1231	10-K	20181231	2018	FY	20190215	2019-02-15 07:55:00.0	0	1	omf-20181231.xml	1		0.00	20181231		
0000026058-19-000020	26058	CTS CORP	3672	US	IL	LISLE	60532	4925 INDIANA AVENUE		6305778800	US	IL	LISLE	60532	4925 INDIANA AVENUE		US	IN	350225010			1-LAF	0	1231	10-K	20181231	2018	FY	20190222	2019-02-22 14:46:00.0	0	1	cts-20181231.xml	1		1176000000.00	20180630		
0000026172-19-000009	26172	CUMMINS INC	3510	US	IN	COLUMBUS	47202-3005	500 JACKSON ST	BOX 3005 MAIL CODE 60207	8123773842	US	IN	COLUMBUS	47202-3005	BOX 3005 MAIL CODE 60207	500	US	IN	350257090	CUMMINS ENGINE CO INC	19920703	1-LAF	1	1231	10-K	20181231	2018	FY	20190211	2019-02-11 17:07:00.0	0	1	cmi201810-kdocument_htm.xml	1		21699999744.00	20180701		
0000026324-19-000003	26324	CURTISS WRIGHT CORP	3590	US	NC	DAVIDSON	28036	130 HARBOUR PLACE DRIVE	SUITE 300	7048694602	US	NC	DAVIDSON	28036	130 HARBOUR PLACE DRIVE	SUITE 300	US	DE	130612970			1-LAF	0	1231	10-K	20181231	2018	FY	20190227	2019-02-27 14:54:00.0	0	1	cw-20181231.xml	1		4499999744.00	20170630		
0000026780-19-000004	26780	DANA INC	3714	US	OH	MAUMEE	43537	3939 TECHNOLOGY DRIVE		419-887-3000	US	OH	MAUMEE	43537	PO BOX 1000		US	DE	261531856	DANA HOLDING CORP	20080129	1-LAF	1	1231	10-K	20181231	2018	FY	20190215	2019-02-15 15:06:00.0	0	1	dan-20181231.xml	1		2909811200.00	20180629		
0000027419-19-000006	27419	TARGET CORP	5331	US	MN	MINNEAPOLIS	55403	1000 NICOLLET MALL		6123046073	US	MN	MINNEAPOLIS	55403	1000 NICOLLET MALL		US	MN	410215170	DAYTON HUDSON CORP	19920703	1-LAF	1	0131	10-K	20190131	2018	FY	20190313	2019-03-13 16:28:00.0	0	1	tgt-20190202.xml	1		42763636736.00	20180804		
0000027904-19-000003	27904	DELTA AIR LINES INC /DE/	4512	US	GA	ATLANTA	30354-1989	HARTSFIELD-JACKSON ATLANTA INTL AIRPORT	1030 DELTA BOULEVARD	4047152600	US	GA	ATLANTA	30320-6001	P.O. BOX 20706	DEPT 981	US	DE	580218548	DELTA AIR CORP	19660908	1-LAF	1	1231	10-K	20181231	2018	FY	20190215	2019-02-15 16:06:00.0	0	1	dal1231201810k_htm.xml	1		34200000512.00	20180630		
0000027996-19-000036	27996	DELUXE CORP	2780	US	MN	SHOREVIEW	55126	3680 VICTORIA STREET NORTH		6514837111	US	MN	SHOREVIEW	55126	3680 VICTORIA STREET NORTH		US	MN	410216800	DELUXE CHECK PRINTERS INC	19880608	1-LAF	1	1231	10-K	20181231	2018	FY	20190226	2019-02-26 16:50:00.0	0	1	a2018123110-k_htm.xml	1		3119184384.00	20180629		
0000028412-19-000047	28412	COMERICA INC /NEW/	6021	US	TX	DALLAS	75201	1717 MAIN STREET MC6404	ATTN: DARLENE PERSONS	214-462-6831	US	TX	DALLAS	75201	1717 MAIN STREET MC6404	ATTN: DARLENE PERSONS	US	DE	000006021	DETROITBANK CORP	19850311	1-LAF	1	1231	10-K	20181231	2018	FY	20190212	2019-02-12 17:30:00.0	0	1	cma-20181231.xml	1		15299999744.00	20180629		
0000028823-19-000069	28823	DIEBOLD NIXDORF, INC	3578	US	OH	NORTH CANTON	44720-8077	P.O. BOX 3077	5995 MAYFAIR RD	3304904000	US	OH	NORTH CANTON	44720-8077	PO BOX 3077		US	OH	340183970	DIEBOLD INC	19920703	1-LAF	1	1231	10-K	20181231	2018	FY	20190301	2019-03-01 13:46:00.0	0	1	dbd-20181231.xml	1		906522752.00	20180629		
0000028917-19-000078	28917	DILLARD'S, INC.	5311	US	AR	LITTLE ROCK	72201	1600 CANTRELL RD		5013765200	US	AR	LITTLE ROCK	72201	1600 CANTRELL ROAD		US	AR	710388071	DILLARDS INC	19980622	1-LAF	1	0131	10-K	20190131	2018	FY	20190329	2019-03-29 17:23:00.0	0	1	dds-20190202.xml	1		1548976384.00	20180804		
0000029332-19-000021	29332	DIXIE GROUP INC	2273	US	GA	DALTON	30722	PO BOX 2007		7068765814	US	GA	DALTON	30722	PO BOX 2007		US	TN	620183370	DIXIE YARNS INC	19920703	4-NON	0	1231	10-K	20181231	2018	FY	20190308	2019-03-08 16:14:00.0	0	1	dxyn-20181229.xml	1		30303294.00	20180630		
0000029644-19-000004	29644	DONALDSON CO INC	3564	US	MN	MINNEAPOLIS	55431	1400 W. 94TH ST.		6128873131	US	MN	MINNEAPOLIS	55431	1400 W 94TH STREET		US	DE	410222640			1-LAF	0	0731	10-Q	20190131	2019	Q2	20190306	2019-03-06 14:13:00.0	0	1	dci-20190131.xml	1					
0000029905-19-000019	29905	DOVER CORP	3530	US	IL	DOWNERS GROVE	60515	3005 HIGHLAND PARKWAY	SUITE 200	(630) 541-1540	US	IL	DOWNERS GROVE	60515	3005 HIGHLAND PARKWAY	SUITE 200	US	DE	530257888	DOVER CORP	19920703	1-LAF	1	1231	10-K	20181231	2018	FY	20190215	2019-02-15 17:22:00.0	0	1	wfx-20181231_htm.xml	1		10776562688.00	20180630		
0000029915-19-000004	100790	UNION CARBIDE CORP /NEW/	2860	US	TX	HOUSTON	77077	1254 ENCLAVE PARKWAY		281-966-2727	US	TX	HOUSTON	77077	1254 ENCLAVE PARKWAY		US	NY	131421730	UNION CARBIDE CHEMICALS & PLASTICS CO INC	19940502	4-NON	0	1231	10-K	20181231	2018	FY	20190211	2019-02-11 09:30:00.0	0	1	ucc-20181231.xml	1		0.00	20181231		
0000029915-19-000008	29915	DOW CHEMICAL CO /DE/	2821	US	MI	MIDLAND	48674-2030	2211 H.H. DOW WAY		989-636-1000	US	MI	MIDLAND	48674-2030	2211 H.H. DOW WAY		US	DE	381285128			4-NON	0	1231	10-K	20181231	2018	FY	20190211	2019-02-11 10:36:00.0	0	1	dow-20181231.xml	1		0.00	20181231		
0000029989-19-000007	29989	OMNICOM GROUP INC.	7311	US	NY	NEW YORK	10022	437 MADISON AVE		2124153600	US	NY	NEW YORK	10022	437 MADISON AVE		US	NY	131514814	OMNICOM GROUP INC	19920703	1-LAF	1	1231	10-K	20181231	2018	FY	20190212	2019-02-12 16:52:00.0	0	1	omc-20181231.xml	1		17123588096.00	20180630		
0000030554-19-000005	30554	DUPONT E I DE NEMOURS & CO	2820	US	DE	WILMINGTON	19805	974 CENTRE ROAD		3027741000	US	DE	WILMINGTON	19805	974 CENTRE ROAD		US	DE	510014090			4-NON	1	1231	10-K	20181231	2018	FY	20190211	2019-02-11 09:18:00.0	0	1	dd-20181231.xml	1		0.00	20180630		
0000030625-19-000009	30625	FLOWSERVE CORP	3561	US	TX	IRVING	75039	5215 N. O'CONNOR BLVD.	SUITE 2300	9724436500	US	TX	IRVING	75039	5215 N. O'CONNOR BLVD.	SUITE 2300	US	NY	310267900	DURCO INTERNATIONAL INC	19970508	1-LAF	1	1231	10-K	20181231	2018	FY	20190220	2019-02-20 16:05:00.0	0	1	fls-20181231.xml	1		2439873536.00	20180630		
0000030697-19-000004	30697	WENDY'S CO	5810	US	OH	DUBLIN	43017	ONE DAVE THOMAS BLVD		(614) 764-3100	US	OH	DUBLIN	43017	ONE DAVE THOMAS BLVD		US	DE	380471180	WENDY'S/ARBY'S GROUP, INC.	20080926	1-LAF	1	1231	10-K	20181231	2018	FY	20190227	2019-02-27 09:04:00.0	0	1	wen-20181230.xml	1		3213100032.00	20180629		
0000031107-19-000011	31107	EASTERN CO	3420	US	CT	NAUGATUCK	06770	112 BRIDGE ST	P O BOX 460	2037292255	US	CT	NAUGATUCK	06770	112 BRIDGE STREET	P O BOX 460	US	CT	060330020			2-ACC	0	1231	10-K	20181231	2018	FY	20190314	2019-03-14 15:48:00.0	0	1	eml-20181229.xml	1		145184336.00	20180630		
0000031791-19-000003	31791	PERKINELMER INC	3826	US	MA	WALTHAM	02451	940 WINTER STREET		781 663 5776	US	MA	WALTHAM	02451	940 WINTER STREET		US	MA	042052042	EG&G INC	19920703	1-LAF	1	1231	10-K	20181231	2018	FY	20190226	2019-02-26 15:49:00.0	0	1	pki-20181230.xml	1		7944359936.00	20180629		
0000031978-19-000008	31978	EL PASO ELECTRIC CO /TX/	4911	US	TX	EL PASO	79901	100 NORTH STANTON		9155435711	US	TX	EL PASO	79901	100 NORTH STANTON		US	TX	740607870			1-LAF	1	1231	10-K	20181231	2018	FY	20190228	2019-02-28 17:28:00.0	0	1	ee-20181231.xml	1		2196858624.00	20180630		
0000032604-19-000007	32604	EMERSON ELECTRIC CO	3600	US	MO	ST LOUIS	63136	8000 W FLORISSANT AVE	P O BOX 4100	3145532000	US	MO	ST LOUIS	63136	8000 W. FLORISSANT	P.O. BOX 4100	US	MO	430259330	EMERSON ELECTRIC MANUFACTUING CO	19730710	1-LAF	0	0930	10-Q	20181231	2019	Q1	20190206	2019-02-06 14:25:00.0	0	1	emr-20181231.xml	1					
0000033185-19-000007	33185	EQUIFAX INC	7320	US	GA	ATLANTA	30302	1550 PEACHTREE ST NW		4048858000	US	GA	ATLANTA	30309	1550 PEACHTREE ST NW		US	GA	580401110	RETAIL CREDIT CO	19760222	1-LAF	1	1231	10-K	20181231	2018	FY	20190221	2019-02-21 16:41:00.0	0	1	efx-20181231.xml	1		15064356864.00	20180630		
0000033213-19-000006	33213	EQT CORP	1311	US	PA	PITTSBURGH	15222	625 LIBERTY AVENUE	SUITE 1700	4125535700	US	PA	PITTSBURGH	15222	625 LIBERTY AVENUE	SUITE 1700	US	PA	250464690	EQT CORP /PA/	20090206	1-LAF	1	1231	10-K	20181231	2018	FY	20190214	2019-02-14 16:18:00.0	0	1	eqt-20181231.xml	1		14499999744.00	20180630		
0000034067-19-000005	34067	DMC GLOBAL INC.	3390	US	CO	BOULDER	80301	5405 SPINE ROAD		3036655700	US	CO	BOULDER	80301	5405 SPINE ROAD		US	CO	840608431	DYNAMIC MATERIALS CORP	19941205	2-ACC	0	1231	10-K	20181231	2018	FY	20190221	2019-02-21 16:29:00.0	0	1	boom-20181231.xml	1		534852800.00	20180630		
0000034088-19-000010	34088	EXXON MOBIL CORP	2911	US	TX	IRVING	75039-2298	5959 LAS COLINAS BLVD		9729406000	US	TX	IRVING	75039-2298	5959 LAS COLINAS BLVD		US	NJ	135409005	EXXON CORP	19920703	1-LAF	1	1231	10-K	20181231	2018	FY	20190227	2019-02-27 16:20:00.0	0	1	xom-20181231.xml	1		349999988736.00	20180629		
0000034563-19-000009	34563	FARMER BROTHERS CO	2090	US	TX	NORTHLAKE	76262	1912 FARMER BROTHERS DRIVE		888 998 2468	US	TX	FORT WORTH	76177	P O BOX 77057		US	DE	950725980			2-ACC	0	0630	10-Q	20181231	2019	Q2	20190211	2019-02-11 17:22:00.0	0	1	farm-20181231.xml	1					
0000034782-19-000039	34782	1ST SOURCE CORP	6022	US	IN	SOUTH BEND	46601	100 NORTH MICHIGAN STREET		5742352702	US	IN	SOUTH BEND	46634	P O BOX 1602	P O BOX 1602	US	IN	351068133	FBT BANCORP INC	19820818	1-LAF	0	1231	10-K	20181231	2018	FY	20190222	2019-02-22 15:22:00.0	0	1	srce-20181231.xml	1		1055910336.00	20180630		
0000034903-19-000013	34903	FEDERAL REALTY INVESTMENT TRUST	6798	US	MD	ROCKVILLE	20852-4041	1626 EAST JEFFERSON STREET		3019988100	US	MD	ROCKVILLE	20852-4041	1626 EAST JEFFERSON STREET		US	MD	520782497			1-LAF	1	1231	10-K	20181231	2018	FY	20190213	2019-02-13 16:19:00.0	0	1	frt-20181231.xml	1		9299999744.00	20180630		
0000035214-19-000019	35214	FERRO CORP	2851	US	OH	MAYFIELD HEIGHTS	44124	6060 PARKLAND BLVD	SUITE 250	216-875-5458	US	OH	MAYFIELD HEIGHTS	44124	6060 PARKLAND BLVD	SUITE 250	US	OH	340217820			1-LAF	1	1231	10-K	20181231	2018	FY	20190227	2019-02-27 16:48:00.0	0	1	foe-20181231.xml	1		1728452992.00	20180630		
0000036047-19-000014	36047	CORELOGIC, INC.	7374	US	CA	IRVINE	92618	40 PACIFICA	SUITE 900	(949) 214-1000	US	CA	IRVINE	92618	40 PACIFICA	SUITE 900	US	DE	951068610	FIRST AMERICAN CORP	20020628	1-LAF	1	1231	10-K	20181231	2018	FY	20190227	2019-02-27 16:20:00.0	0	1	clgx-20181231.xml	1		4174225408.00	20180630		
0000037785-19-000039	37785	FMC CORP	2800	US	PA	PHILADELPHIA	19104	2929 WALNUT STREET		215-299-6668	US	PA	PHILADELPHIA	19104	2929 WALNUT STREET		US	DE	940479804	FOOD MACHINERY & CHEMICAL CORP	19670706	1-LAF	1	1231	10-K	20181231	2018	FY	20190228	2019-02-28 15:54:00.0	0	1	fmc-20181231.xml	1		11914149888.00	20180630		
0000037808-19-000005	37808	FNB CORP/PA/	6021	US	PA	PITTSBURGH	15212	F.N.B. CORPORATION	ONE NORTH SHORE CENTER, 12 FEDERAL ST.	800-555-5455	US	PA	PITTSBURGH	15212	F.N.B. CORPORATION	ONE NORTH SHORE CENTER, 12 FEDERAL ST.	US	PA	251255406	FNB CORP/FL/	20010601	1-LAF	1	1231	10-K	20181231	2018	FY	20190226	2019-02-26 16:08:00.0	0	1	fnb-20181231.xml	1		4249166848.00	20180630		
0000037996-19-000012	37996	FORD MOTOR CO	3711	US	MI	DEARBORN	48126	ONE AMERICAN ROAD		3133223000	US	MI	DEARBORN	48126	ONE AMERICAN RD		US	DE	380549190			1-LAF	1	1231	10-K	20181231	2018	FY	20190221	2019-02-21 16:10:00.0	0	1	f-20181231.xml	1		43335618560.00	20180630		
0000038009-19-000012	38009	FORD MOTOR CREDIT CO LLC	6159	US	MI	DEARBORN	48126	ONE AMERICAN ROAD		313-322-3000	US	MI	DEARBORN	48126	ONE AMERICAN ROAD		US	DE	381612444	FORD MOTOR CREDIT CO	19920703	4-NON	1	1231	10-K	20181231	2018	FY	20190221	2019-02-21 16:43:00.0	0	1	fmcc-20181231.xml	1		0.00	20181231		
0000038725-19-000046	38725	FRANKLIN ELECTRIC CO INC	3621	US	IN	FORT WAYNE	46809	9255 COVERDALE ROAD		2608242900	US	IN	FORT WAYNE	46809	9255 COVERDALE ROAD		US	IN	350827455			1-LAF	0	1231	10-K	20181231	2018	FY	20190228	2019-02-28 12:51:00.0	0	1	a2018123110-k_htm.xml	1		2079179520.00	20180630		
0000038777-19-000082	38777	FRANKLIN RESOURCES INC	6282	US	CA	SAN MATEO	94403	ONE FRANKLIN PARKWAY	BUILDING 920	650-312-2000	US	CA	SAN MATEO	94403	FRANKLIN RESOURCES INC	ONE FRANKLIN PARKWAY	US	DE	132670991			1-LAF	0	0930	10-Q	20181231	2019	Q1	20190130	2019-01-30 08:35:00.0	0	1	ben-20181231.xml	1					
0000039263-19-000009	39263	CULLEN/FROST BANKERS, INC.	6021	US	TX	SAN ANTONIO	78205	100 W HOUSTON ST		210-220-4011	US	TX	SAN ANTONIO	78296-1600	POST OFFICE BOX 1600		US	TX	741751768	CULLEN FROST BANKERS INC	19920703	1-LAF	1	1231	10-K	20181231	2018	FY	20190206	2019-02-06 16:44:00.0	0	1	cfr-20181231.xml	1		6700000256.00	20180630		
0000039899-19-000011	39899	TEGNA INC	4833	US	VA	TYSONS	22102-5151	8350 BROAD STREET	SUITE 2000	7038736600	US	VA	TYSONS	22102-5151	8350 BROAD STREET	SUITE 2000	US	DE	160442930	GANNETT CO INC /DE/	19920703	1-LAF	1	1231	10-K	20181231	2018	FY	20190301	2019-03-01 11:05:00.0	0	1	tgna-20181231.xml	1		2329631232.00	20180630		
0000039911-19-000023	39911	GAP INC	5651	US	CA	SAN FRANCISCO	94105	TWO FOLSOM STREET		6509524400	US	CA	SAN FRANCISCO	94105	TWO FOLSOM STREET		US	DE	941697231	GAP STORES INC	19850617	1-LAF	1	0131	10-K	20190131	2018	FY	20190319	2019-03-19 14:39:00.0	0	1	gps-20190202.xml	1		7000000000.00	20180803		
0000040211-19-000020	40211	GATX CORP	4700	US		CHICAGO	60606-5314	222 WEST ADAMS STREET		3126216200	US		CHICAGO	60606-5314	222 WEST ADAMS STREET		US	NY	361124040	GENERAL AMERICAN TRANSPORTATION CORP	19750722	1-LAF	1	1231	10-K	20181231	2018	FY	20190225	2019-02-25 14:53:00.0	0	1	gmt-20181231.xml	1		2800000000.00	20180630		
0000040533-19-000010	40533	GENERAL DYNAMICS CORP	3730	US	VA	FALLS CHURCH	22042-4513	2941 FAIRVIEW PARK DRIVE	SUITE 100	703-876-3000	US	VA	FALLS CHURCH	22042-4513	2941 FAIRVIEW PARK DRIVE	SUITE 100	US	DE	131673581			1-LAF	1	1231	10-K	20181231	2018	FY	20190213	2019-02-13 11:25:00.0	0	1	gd-20181231.xml	1		48890306560.00	20180701		
0000040545-19-000014	40545	GENERAL ELECTRIC CO	3600	US	MA	BOSTON	02210	41 FARNSWORTH STREET		617-443-3000	US	MA	BOSTON	02210	41 FARNSWORTH STREET		US	NY	140689340			1-LAF	1	1231	10-K	20181231	2018	FY	20190226	2019-02-26 16:37:00.0	0	1	ge-20181231.xml	1		116199997440.00	20180630		
0000040729-19-000010	40729	ALLY FINANCIAL INC.	6022	US	MI	DETROIT	48226	ALLY DETROIT CENTER	500 WOODWARD AVE. FLOOR 10	866-710-4623	US	MI	DETROIT	48226	ALLY DETROIT CENTER	500 WOODWARD AVE. FLOOR 10	US	DE	380572512	GMAC INC.	20090701	1-LAF	1	1231	10-K	20181231	2018	FY	20190220	2019-02-20 09:25:00.0	0	1	ally-20181231.xml	1		11184509952.00	20180629		
0000040888-19-000004	40888	AEROJET ROCKETDYNE HOLDINGS, INC.	3760	US	CA	EL SEGUNDO	90245	222 N. PACIFIC COAST HIGHWAY	SUITE 500	(310) 252-8100	US	CA	EL SEGUNDO	90245	222 N. PACIFIC COAST HIGHWAY	SUITE 500	US	DE	340244000	GENCORP INC	19920703	1-LAF	1	1231	10-K	20181231	2018	FY	20190219	2019-02-19 16:35:00.0	0	1	ajrd-20181231.xml	1		2200000000.00	20180630		
0000040987-19-000015	40987	GENUINE PARTS CO	5013	US	GA	ATLANTA	30339	2999 WILDWOOD PARKWAY		6789345000	US	GA	ATLANTA	30339	2999 WILDWOOD PARKWAY		US	GA	580254510			1-LAF	1	1231	10-K	20181231	2018	FY	20190225	2019-02-25 07:18:00.0	0	1	gpc-20181231.xml	1		12685700096.00	20180630		
0000042316-19-000010	42316	GOLDFIELD CORP	1623	US	FL	MELBOURNE	32901	1684 WEST HIBISCUS BLVD.		321-724-1700	US	FL	MELBOURNE	32901	1684 WEST HIBISCUS BLVD.		US	DE	880031580	GOLDFIELD CONSOLIDATED MINES CO	19670628	2-ACC	0	1231	10-K	20181231	2018	FY	20190312	2019-03-12 16:41:00.0	0	1	gv-20181231.xml	1		98600000.00	20180629		
0000042888-19-000011	42888	GRACO INC	3561	US	MN	MINNEAPOLIS	55413-1894	88 11TH AVENUE NE		6126236000	US	MN	MINNEAPOLIS	55401	CT CORPORATION SYSTEM, INC.	100 SOUTH FIFTH STREET, SUITE 1075	US	MN	410285640			1-LAF	1	1231	10-K	20181231	2018	FY	20190219	2019-02-19 12:35:00.0	0	1	ggg-20181228.xml	1		7443958784.00	20180629		
0000043920-19-000021	43920	GREIF INC	3412	US	OH	DELAWARE	43015	425 WINTER ROAD		7405496000	US	OH	DELAWARE	43015	425 WINTER ROAD		US	DE	314388903	GREIF BROTHERS CORP	19920703	1-LAF	0	1031	10-Q	20190131	2019	Q1	20190301	2019-03-01 16:36:00.0	0	1	gef-20190131.xml	1					
0000045012-19-000044	45012	HALLIBURTON CO	1389	US	TX	HOUSTON	77032	3000 NORTH SAM HOUSTON PARKWAY EAST	3000 NORTH SAM HOUSTON PARKWAY EAST	2818712699	US	TX	HOUSTON	77032	3000 NORTH SAM HOUSTON PARKWAY EAST	3000 NORTH SAM HOUSTON PARKWAY EAST	US	DE	752677995	HALLIBURTON OIL WELL CEMENTING CO	19660911	1-LAF	1	1231	10-K	20181231	2018	FY	20190213	2019-02-13 15:07:00.0	0	1	hal12312018-10k_htm.xml	1		39500001280.00	20180630		
0000045876-19-000007	45876	HARSCO CORP	3440	US	PA	CAMP HILL	17011	350 POPLAR CHURCH ROAD		7177637064	US	PA	CAMP HILL	17011	350 POPLAR CHURCH ROAD		US	DE	231483991			1-LAF	1	1231	10-K	20181231	2018	FY	20190221	2019-02-21 12:45:00.0	0	1	hsc-201810kx2018_htm.xml	1		1786697984.00	20180630		
0000045919-19-000013	45919	HARTE HANKS INC	7331	US	TX	SAN ANTONIO	78216	9601 MCALLISTER FREEWAY	SUITE 610	2108299000	US	TX	SAN ANTONIO	78216	9601 MCALLISTER FREEWAY	SUITE 610	US	DE	741677284	HARTE HANKS COMMUNICATIONS INC	19920703	4-NON	0	1231	10-K	20181231	2018	FY	20190318	2019-03-18 16:26:00.0	0	1	hhs-20181231.xml	1		54415144.00	20180630		
0000045947-19-000004	45947	TALCOTT RESOLUTION LIFE INSURANCE CO	6311	US	CT	WINDSOR	06095	1 GRIFFIN ROAD NORTH		860-547-5000	US	CT	WINDSOR	06095	1 GRIFFIN ROAD NORTH		US	CT	060941488	HARTFORD LIFE INSURANCE CO	19920703	4-NON	0	1231	10-K	20181231	2018	FY	20190222	2019-02-22 15:02:00.0	0	1	tl-20181231.xml	1		0.00	20181231		
0000046195-19-000042	46195	BANK OF HAWAII CORP	6022	US	HI	HONOLULU	96813	130 MERCHANT STREET		8886433888	US	HI	HONOLULU	96813	130 MERCHANT STREET		US	DE	990148992	PACIFIC CENTURY FINANCIAL CORP	19970430	1-LAF	1	1231	10-K	20181231	2018	FY	20190301	2019-03-01 16:39:00.0	0	1	boh-20181231.xml	1		3422918912.00	20180630		
0000046250-19-000007	46250	HAWKINS INC	5160	US	MN	ROSEVILLE	55113	2381 ROSEGATE		6123316910	US	MN	ROSVILLE	55113	2381 ROSEGATE		US	MN	410771293	HAWKINS CHEMICAL INC	19920703	2-ACC	0	0331	10-Q	20181231	2019	Q3	20190206	2019-02-06 17:08:00.0	0	1	hwkn-20181230.xml	1					
0000046619-19-000017	46619	HEICO CORP	3724	US	FL	HOLLYWOOD	33021	3000 TAFT ST		954-987-4000	US	FL	HOLLYWOOD	33021	3000 TAFT STREET		US	FL	650341002	HEINICKE INSTRUMENTS CO	19860417	1-LAF	0	1031	10-Q	20190131	2019	Q1	20190228	2019-02-28 17:15:00.0	0	1	a13119heiform10q_htm.xml	1					
